location;new_cases_smoothed;new_deaths_smoothed;reproduction_rate;positive_rate;people_fully_vaccinated;stringency_index
Indonesia;5.754.286;169.571;1.13;0.104;11121469.0;71.76
Indonesia;5.713.857;172.571;1.15;0.104;11126757.0;71.76
Indonesia;5904.0;175.0;1.17;0.1081;11197069.0;71.76
Indonesia;6114.0;181.286;1.19;0.107;11356025.0;71.76
Indonesia;6.468.143;179.143;1.21;0.1076;11436259.0;71.76
Indonesia;6.973.714;182.571;1.23;0.1131;11488917.0;71.76
Indonesia;7.201.857;181.429;1.23;0.1145;11525638.0;71.76
Indonesia;7.326.286;183.0;1.25;0.1148;11559138.0;71.76
Indonesia;7.902.857;181.0;1.27;0.1241;11568443.0;71.76
Indonesia;8.073.714;187.571;1.28;0.1264;11615862.0;71.76
Indonesia;8.340.429;184.0;1.3;0.1336;11699021.0;71.76
Indonesia;8.657.429;187.714;1.33;0.1483;11815618.0;71.76
Indonesia;9.190.571;197.143;1.36;0.1536;11963130.0;71.76
Indonesia;9.891.571;211.0;1.38;0.1654;12096066.0;71.76
Indonesia;10.668.857;223.0;1.39;0.1733;12212906.0;71.76
Indonesia;11.221.571;254.714;1.4;0.1774;12239706.0;71.76
Indonesia;12.128.286;262.857;1.41;0.1876;12320386.0;71.76
Indonesia;12915.0;287.286;1.41;0.1948;12514917.0;71.76
Indonesia;13.681.286;302.571;1.41;0.1929;12640041.0;71.76
Indonesia;14817.0;313.714;1.42;0.2043;12769789.0;71.76
Indonesia;15.657.286;332.571;1.42;0.2071;12912623.0;71.76
Indonesia;16.827.143;348.286;1.42;0.2134;13018524.0;71.76
Indonesia;17.913.571;353.714;1.4;0.2195;13109031.0;71.76
Indonesia;18.793.286;372.143;1.39;0.2233;13182034.0;71.76
Indonesia;19.764.571;390.429;1.37;0.2225;13329738.0;71.76
Indonesia;20693.0;413.857;1.35;0.2237;13465499.0;71.76
Indonesia;21.301.857;435.143;1.35;0.2274;13624157.0;71.76
Indonesia;22.295.857;451.857;1.35;0.2354;13770107.0;71.76
Indonesia;23.269.857;471.143;1.36;0.2411;13922732.0;71.76
Indonesia;24.111.429;492.0;1.37;0.2473;13979564.0;71.76
Indonesia;25.404.429;511.286;1.38;0.256;14035934.0;71.76
Indonesia;26.936.143;549.143;1.37;0.259;14267980.0;71.62
Indonesia;28.732.143;631.0;1.37;0.2613;14443813.0;71.61
Indonesia;30.668.571;680.714;1.35;0.266;14622502.0;71.61
Indonesia;32.424.857;728.143;1.34;0.2682;14868577.0;71.61
Indonesia;33.450.714;775.714;1.34;0.2659;14969330.0;71.61
Indonesia;34.731.286;840.286;1.34;0.2636;15011348.0;71.61
Indonesia;36.257.286;887.857;1.35;0.2662;15036468.0;71.61
Indonesia;38.644.429;907.286;1.35;0.2772;15190998.0;71.61
Indonesia;41.521.286;900.286;1.33;0.2887;15611554.0;71.6
Indonesia;44145.0;918.857;1.29;0.2926;15810099.0;71.6
Indonesia;46413.0;966.571;1.24;0.2971;15940729.0;71.6
Indonesia;48.821.286;1.004.571;1.19;0.3007;16217855.0;71.6
Indonesia;50039.0;1.016.857;1.14;0.3054;16274150.0;71.6
Indonesia;49.157.571;1.080.714;1.09;0.299;16400351.0;71.59
Indonesia;47.789.857;1.140.143;1.05;0.3024;16451288.0;71.59
Indonesia;44.826.286;1.196.143;1.02;0.2989;16606675.0;71.59
Indonesia;43.790.857;1.262.857;1.03;0.2805;16896200.0;71.59
Indonesia;43.086.714;1.314.429;1.02;0.2702;17154145.0;71.59
Indonesia;42153.0;1.360.571;1.01;0.2664;17475996.0;71.58
Indonesia;41.289.857;1.385.286;1.0;0.2643;17906504.0;71.58
Indonesia;40.428.571;1.406.571;0.99;0.2603;18129878.0;71.58
Indonesia;41.411.143;1.519.286;0.98;0.2514;18666343.0;71.57
Indonesia;43.413.857;1.582.286;0.97;0.2487;19103162.0;71.57
Indonesia;42.552.429;1.645.714;0.94;0.2553;19669222.0;71.56
Indonesia;41.423.429;1.673.286;0.92;0.2568;20146421.0;71.56
Indonesia;40.261.714;1.729.429;0.9;0.2563;20534823.0;71.55
Indonesia;39.127.286;1.777.714;0.89;0.2517;20673079.0;71.55
Indonesia;38.295.286;1.789.286;0.88;0.2497;20934425.0;71.55
Indonesia;36.680.571;1722.0;0.88;0.2457;21436908.0;71.54
Indonesia;34.977.143;1711.0;0.88;0.2427;21965366.0;71.54
Indonesia;33875.0;1689.0;0.88;0.2397;22210379.0;71.54
Indonesia;33.641.286;1.671.286;0.87;0.242;22891824.0;71.53
Indonesia;32.851.143;1.639.857;0.86;0.2378;23345264.0;71.52
Indonesia;32.233.571;1.624.714;0.86;0.2358;23777323.0;71.52
Indonesia;31.991.429;1.611.429;0.85;0.2359;24212024.0;71.52
Indonesia;31.731.571;1.675.714;0.84;0.2353;24897580.0;71.51
Indonesia;30.982.714;1.651.714;0.83;0.2331;25439300.0;71.5
Indonesia;29.403.429;1.612.714;0.81;0.2255;25744850.0;71.5
Indonesia;28.154.286;1.583.714;0.81;0.2165;27228923.0;71.49
Indonesia;27.703.571;1.538.286;0.8;0.2172;27793556.0;71.48
Indonesia;26.903.286;1.498.857;0.78;0.214;28112285.0;71.48
Indonesia;26.428.286;1466.0;0.76;0.2154;28524986.0;71.47
Indonesia;24.808.286;1342.0;0.74;0.2133;29159049.0;71.47
Indonesia;22.685.857;1.277.571;0.72;0.2097;29403345.0;71.46
Indonesia;22.306.429;1.281.286;0.72;0.2121;30368525.0;71.45
Indonesia;20.765.857;1.269.286;0.72;0.2066;30753137.0;71.45
Indonesia;19.072.429;1.282.286;0.71;0.1925;31210922.0;71.45
Indonesia;17.871.714;1.254.857;0.71;0.1816;31601868.0;71.44
Indonesia;16.760.286;1.197.286;0.72;0.1713;32046224.0;71.44
Indonesia;16.526.714;1177.0;0.72;0.1636;32640998.0;71.43
Indonesia;16.941.429;1.164.571;0.72;0.1529;33094505.0;71.43
Indonesia;16.205.143;1.078.429;0.7;0.1438;33357249.0;71.42
Indonesia;15150.0;971.429;0.66;0.1355;34121203.0;71.42
Indonesia;14.193.714;861.429;0.64;0.1289;34702821.0;71.41
Indonesia;13.482.143;793.0;0.63;0.1213;34858000.0;71.41
Indonesia;12.886.714;753.857;0.62;0.1154;35314460.0;71.4
Indonesia;11.662.143;681.571;0.62;0.1036;35855211.0;71.4
Indonesia;10.471.571;626.143;0.61;0.0945;36343220.0;71.39
Indonesia;9.336.714;596.286;0.61;0.0727;36859401.0;71.39
Indonesia;8648.0;592.714;0.65;0.076;37648033.0;71.38
Indonesia;8.173.286;585.286;0.64;0.0697;38030652.0;71.38
Indonesia;7.884.143;562.571;0.64;0.0662;38223153.0;71.37
Indonesia;7738.0;568.857;0.63;0.0636;38472091.0;71.37
Indonesia;7.261.857;590.429;0.63;0.0493;39165980.0;71.36
Indonesia;6.746.714;586.571;0.62;0.0453;39721571.0;71.36
Indonesia;6.323.143;537.143;0.61;0.0501;40362820.0;71.35
Indonesia;5.977.286;500.143;0.6;0.0386;40867993.0;71.35
Indonesia;5.730.714;461.714;0.6;0.0365;41534340.0;71.34
Indonesia;5.498.714;432.571;0.6;0.0344;41734734.0;71.34
Indonesia;5.236.429;384.571;0.59;0.0321;42104839.0;71.34
Indonesia;4.797.429;322.714;0.58;0.033;42565331.0;71.33
Indonesia;4.399.857;271.429;0.58;0.03;42962640.0;71.33
Indonesia;3.993.429;257.571;0.59;0.03;43484971.0;73.66
Indonesia;3.773.286;243.857;0.59;0.0246;44124715.0;73.65
Indonesia;3.542.429;231.714;0.6;0.0219;44716570.0;73.64
Indonesia;3.321.714;225.571;0.61;0.0203;45134194.0;73.63
Indonesia;3.229.571;209.857;0.62;0.0193;45224650.0;68.07
Indonesia;3106.0;198.571;0.62;0.0187;45853033.0;68.06
Indonesia;2.930.571;181.714;0.62;0.0172;46496177.0;68.04
Indonesia;2.892.857;170.714;0.63;0.0154;46980347.0;68.03
Indonesia;2.710.286;160.0;0.62;0.0159;47708141.0;68.02
Indonesia;2532.0;151.143;0.62;0.0151;47996105.0;68.01
Indonesia;2.464.286;142.714;0.63;0.0145;48526648.0;68.0
Indonesia;2.386.857;135.857;0.63;0.0147;48915476.0;67.99
Indonesia;2.214.571;129.143;0.62;0.0147;49655718.0;67.98
Indonesia;2.105.143;124.571;0.62;0.0138;50412993.0;67.96
Indonesia;1935.0;117.857;0.62;0.0124;51113360.0;67.95
Indonesia;1.801.714;109.714;0.62;0.0116;51750697.0;67.94
Indonesia;1.698.429;104.857;0.63;0.0112;52316566.0;67.93
Indonesia;1.610.143;100.857;0.64;0.0105;52676052.0;67.92
Indonesia;1.543.286;96.571;0.65;0.0096;53006923.0;67.91
Indonesia;1450.0;89.857;0.66;0.0084;53656921.0;66.05
Indonesia;1.382.857;83.857;0.67;0.0081;54441979.0;66.03
Indonesia;1.340.429;79.286;0.68;0.0079;54959545.0;66.02
Indonesia;1.306.143;76.286;0.69;0.0076;56106006.0;66.0
Indonesia;1.270.857;71.0;0.69;0.0073;56908664.0;65.98
Indonesia;1.235.429;68.286;0.7;0.0072;57409303.0;65.97
Indonesia;1.192.286;65.0;0.71;0.0069;57607200.0;65.97
Indonesia;1.171.857;60.714;0.72;0.0067;58405580.0;59.47
Indonesia;1136.0;56.857;0.72;0.0066;59411498.0;59.45
Indonesia;1.087.429;50.571;0.73;0.0064;60422073.0;59.43
Indonesia;1.020.429;47.0;0.73;0.006;61397055.0;59.41
Indonesia;996.143;45.857;0.73;0.0058;62166916.0;59.4
Indonesia;975.143;43.0;0.74;0.0057;62732568.0;59.38
Indonesia;976.0;40.429;0.74;0.0057;63188800.0;59.37
Indonesia;924.857;40.857;0.74;0.0055;64008898.0;59.36
Indonesia;879.286;38.0;0.73;0.0053;64622692.0;59.35
Indonesia;819.286;38.857;0.73;0.0051;65173148.0;59.33
Indonesia;797.143;37.714;0.74;0.005;66316667.0;59.31
Indonesia;769.286;34.714;0.76;0.0049;67165732.0;59.29
Indonesia;751.571;36.143;0.76;0.0048;67915440.0;59.28
Indonesia;727.857;33.714;0.77;0.0047;68264009.0;59.27
Indonesia;686.143;31.571;0.77;0.0044;69130122.0;59.25
Indonesia;658.286;31.714;0.78;0.0042;70113618.0;59.23
Indonesia;671.143;30.429;0.79;0.0042;71099869.0;59.21
Indonesia;660.143;29.714;0.8;0.0041;72061077.0;59.2
Indonesia;634.143;30.286;0.81;0.004;73290688.0;59.17
Indonesia;619.857;28.571;0.82;0.0039;73698983.0;59.16
Indonesia;611.714;26.857;0.82;0.0039;74088927.0;59.15
Indonesia;611.857;26.714;0.83;0.0039;74805667.0;59.14
Indonesia;623.571;26.0;0.83;0.004;75829190.0;59.12
Indonesia;610.0;23.857;0.81;0.0039;76687750.0;59.1
Indonesia;586.429;22.571;0.79;0.0037;77687838.0;59.08
Indonesia;555.143;20.857;0.77;0.0035;78114072.0;59.07
Indonesia;543.857;20.0;0.77;0.0033;78994163.0;59.06
Indonesia;521.143;19.143;0.76;0.0032;79212475.0;59.05
Indonesia;495.714;17.286;0.76;0.0031;80070525.0;59.03
Indonesia;449.857;15.857;0.76;0.0027;80954139.0;59.02
Indonesia;422.286;15.429;0.77;0.0026;81711099.0;59.0
Indonesia;405.286;15.571;0.77;0.0025;82818492.0;61.76
Indonesia;399.286;15.714;0.79;0.0024;83418086.0;61.75
Indonesia;384.286;16.286;0.8;0.0023;84161759.0;61.73
Indonesia;381.0;16.143;0.82;0.0022;84552446.0;61.72
Indonesia;368.571;15.286;0.84;0.0021;85370684.0;61.71
Indonesia;374.571;15.143;0.86;0.0021;86279716.0;61.69
Indonesia;369.571;14.429;0.86;0.0021;86335923.0;61.69
Indonesia;364.0;12.286;0.87;0.002;87960117.0;61.65
Indonesia;368.857;12.0;0.88;0.002;88760197.0;61.64
Indonesia;365.286;11.429;0.89;0.002;89220341.0;61.63
Indonesia;360.286;10.571;0.89;0.002;89426870.0;61.63
Indonesia;367.0;9.714;0.91;0.002;90227782.0;61.61
Indonesia;356.857;9.714;0.92;0.002;91214986.0;61.59
Indonesia;352.857;10.429;0.92;0.0019;92274562.0;61.57
Indonesia;366.143;11.714;0.91;0.002;93105029.0;61.55
Indonesia;367.714;11.286;0.89;0.002;93666839.0;61.54
Indonesia;360.571;9.857;0.86;0.0019;94339737.0;61.53
Indonesia;359.143;10.714;0.83;0.0019;94755660.0;61.52
Indonesia;345.286;11.0;0.81;0.0018;95473868.0;61.5
Indonesia;320.571;10.571;0.79;0.0017;96519346.0;61.48
Indonesia;311.857;9.714;0.79;0.0017;97318649.0;61.47
Indonesia;282.143;8.857;0.78;0.0015;98046834.0;61.45
Indonesia;259.571;8.0;0.78;0.0014;98623618.0;61.44
Indonesia;249.857;8.429;0.79;0.0013;99009581.0;61.43
Indonesia;243.286;8.143;0.79;0.0013;99225572.0;61.43
Indonesia;238.143;9.0;0.8;0.0012;99825444.0;64.19
Indonesia;236.143;9.857;0.8;0.0011;100459272.0;64.18
Indonesia;223.143;9.714;0.79;0.001;101149509.0;64.16
Indonesia;215.571;9.286;0.79;0.0009;101794596.0;64.15
Indonesia;213.0;9.429;0.81;0.0009;102445257.0;64.14
Indonesia;208.286;9.857;0.83;0.0009;102910182.0;64.13
Indonesia;204.857;10.286;0.83;0.0009;103098857.0;64.12
Indonesia;194.714;9.571;0.85;0.0009;103638318.0;64.11
Indonesia;186.286;8.571;0.88;0.0009;104522156.0;64.09
Indonesia;185.286;8.714;0.91;0.0009;105238121.0;64.08
Indonesia;199.429;9.0;0.94;0.001;106020538.0;64.06
Indonesia;200.0;9.857;0.93;0.001;106636173.0;64.05
Indonesia;200.143;9.429;0.93;0.001;107051563.0;64.04
Indonesia;204.0;9.286;0.92;0.0011;107180178.0;64.04
Indonesia;207.714;9.143;0.91;0.0011;107706013.0;64.03
Indonesia;204.0;9.286;0.9;0.0011;108540055.0;64.01
Indonesia;193.0;9.0;0.9;0.001;109257071.0;64.0
Indonesia;180.571;8.714;0.93;0.001;109955752.0;66.76
Indonesia;183.857;7.857;0.97;0.001;110407287.0;66.76
Indonesia;173.571;7.571;0.98;0.0009;110620807.0;66.75
Indonesia;171.714;7.143;1.05;0.001;110812856.0;66.75
Indonesia;180.571;6.714;1.08;0.001;111565302.0;66.73
Indonesia;182.714;6.714;1.09;0.0011;112277788.0;66.72
Indonesia;190.286;6.571;1.11;0.0012;113004368.0;66.7
Indonesia;186.857;6.714;1.16;0.0012;113666327.0;66.69
Indonesia;189.571;6.143;1.23;0.0012;114030438.0;66.68
Indonesia;201.286;6.0;1.31;0.0014;114103362.0;66.68
Indonesia;222.0;5.571;1.39;0.0014;114196339.0;61.13
Indonesia;225.0;4.857;1.45;0.0013;114565936.0;61.12
Indonesia;255.0;4.0;1.53;0.0014;114822604.0;61.11
Indonesia;304.143;4.0;1.58;0.0017;115554584.0;61.1
Indonesia;352.429;3.857;1.6;0.0018;116114884.0;62.26
Indonesia;381.714;4.429;1.61;0.0019;116569908.0;62.25
Indonesia;432.429;4.571;1.63;0.0021;116819952.0;62.25
Indonesia;459.429;4.857;1.64;0.0023;116999284.0;62.25
Indonesia;531.286;5.571;1.65;0.0027;117333660.0;62.25
Indonesia;565.857;5.857;1.64;0.0029;117947474.0;62.24
Indonesia;603.0;5.571;1.65;0.0032;118488929.0;62.23
Indonesia;650.429;6.0;1.68;0.0034;118952014.0;62.23
Indonesia;732.571;5.714;1.72;0.0038;119424581.0;62.22
Indonesia;779.143;5.857;1.77;0.0041;119746532.0;62.22
Indonesia;824.571;5.429;1.82;0.0043;119992852.0;62.22
Indonesia;904.571;5.571;1.9;0.0048;120621088.0;62.21
Indonesia;1.061.571;6.0;1.98;0.0058;121566591.0;62.2
Indonesia;1.250.571;6.286;2.06;0.0069;122378266.0;62.2
Indonesia;1.501.143;5.429;2.12;0.0083;123167273.0;60.94
Indonesia;1.808.429;5.571;2.17;0.01;123782386.0;60.93
Indonesia;2.104.143;7.143;2.21;0.0116;124080794.0;60.93
Indonesia;2412.0;7.571;2.26;0.0134;124334472.0;60.92
Indonesia;2.914.286;9.143;2.31;0.0164;125106842.0;60.91
Indonesia;3.666.429;8.857;2.36;0.0192;125673513.0;60.89
Indonesia;4518.0;8.857;2.36;0.0227;126413464.0;60.88
Indonesia;5561.0;9.571;2.35;0.0269;127164526.0;60.86
Indonesia;6.758.571;11.286;2.33;0.0312;127727473.0;60.85
Indonesia;8.115.286;11.857;2.29;0.0365;128005763.0;60.85
Indonesia;9.152.143;13.286;2.24;0.0404;128028074.0;60.85
Indonesia;10744.0;14.429;2.21;0.0457;128655689.0;60.83
Indonesia;12299.0;17.0;2.19;0.0529;128737666.0;60.83
Indonesia;15.030.429;21.429;2.2;0.062;129405527.0;60.82
Indonesia;18217.0;26.429;2.16;0.0727;130122520.0;60.8
Indonesia;21380.0;30.286;2.08;0.0832;130784199.0;60.79
Indonesia;24.756.429;35.857;2.0;0.0933;131080731.0;60.78
Indonesia;27033.0;45.143;1.89;0.103;131119425.0;60.78
Indonesia;30.100.286;53.0;1.8;0.1118;132090119.0;60.76
Indonesia;34.235.714;58.714;1.72;0.1259;132667991.0;60.75
Indonesia;36153.0;63.857;1.64;0.1379;133703748.0;60.73
Indonesia;37.335.571;72.143;1.59;0.1495;134403989.0;60.72
Indonesia;40.404.143;81.143;1.56;0.1604;135209233.0;60.7
Indonesia;41614.0;88.857;1.51;0.1646;135766676.0;60.69
Indonesia;43.096.857;97.857;1.47;0.1619;135814029.0;60.69
Indonesia;45.890.714;105.143;1.44;0.1659;136647928.0;60.67
Indonesia;48.444.286;119.714;1.39;0.1663;137485375.0;60.66
Indonesia;51.778.286;138.571;1.34;0.169;138280959.0;60.64
Indonesia;54.513.429;155.143;1.28;0.1714;139140467.0;60.62
Indonesia;55.109.857;162.429;1.23;0.1742;139946128.0;60.61
Indonesia;55.675.286;169.857;1.18;0.1766;140301087.0;60.6
Indonesia;55.377.714;174.286;1.13;0.1781;140420471.0;60.6
Indonesia;55.440.857;191.857;1.09;0.181;141042401.0;60.58
Indonesia;54.979.429;200.429;1.05;0.1827;141806330.0;60.57
Indonesia;54.046.571;216.286;1.0;0.1846;142517246.0;60.55
Indonesia;52.591.143;220.286;0.95;0.1824;143280295.0;60.54
Indonesia;50771.0;234.571;0.9;0.1775;143774691.0;60.53
Indonesia;48.841.286;244.0;0.86;0.1771;143778623.0;60.53
Indonesia;47.503.571;256.286;0.82;0.1822;144458756.0;60.51
Indonesia;42.823.143;266.0;0.78;0.1763;144505806.0;60.51
Indonesia;39.884.857;287.286;0.77;0.1691;144506997.0;60.51
Indonesia;37.003.857;275.143;0.75;0.1642;146204141.0;60.48
Indonesia;33.703.857;287.143;0.74;0.1578;146554884.0;60.47
Indonesia;31.348.571;296.286;0.74;0.1547;147280509.0;60.46
Indonesia;29.904.429;299.857;0.73;0.1464;147858311.0;60.45
Indonesia;29.379.571;299.286;0.71;0.1364;148021351.0;60.44
Indonesia;30.153.857;310.143;0.69;0.1377;148587718.0;54.87
Indonesia;28.070.429;299.857;0.66;0.1349;148989922.0;49.31
Indonesia;25.792.143;306.429;0.62;0.1308;149793531.0;49.29
Indonesia;24.329.714;301.0;0.6;0.1345;150280634.0;49.28
Indonesia;22.150.286;290.429;0.58;0.1349;150773781.0;49.27
Indonesia;20.252.857;284.857;0.56;0.1358;151378726.0;49.26
Indonesia;18.574.143;286.714;0.55;0.1371;151486424.0;49.26
Indonesia;16.325.571;273.429;0.53;0.1315;151821843.0;49.25
Indonesia;14423.0;262.857;0.52;0.1236;152405191.0;49.24
Indonesia;13026.0;257.0;0.51;0.1134;152729588.0;49.23
Indonesia;12.085.714;244.0;0.5;0.1007;153448151.0;52.0
Indonesia;11093.0;235.429;0.49;0.0924;153649398.0;51.99
Indonesia;10284.0;224.571;0.47;0.0881;154267349.0;51.98
Indonesia;9.579.714;207.857;0.46;0.0837;154370080.0;51.98
Indonesia;8.587.714;188.143;0.44;;155391750.0;51.96
Indonesia;7.638.857;178.0;0.43;;156139516.0;51.94
Indonesia;6.821.143;161.571;0.43;;156336412.0;51.94
Indonesia;6.153.857;150.286;0.43;;156636335.0;50.35
Indonesia;5.616.429;138.714;0.47;;157569955.0;50.33
Indonesia;5210.0;133.143;0.53;;157840758.0;50.32
Indonesia;4.938.429;126.0;0.53;;157974507.0;50.31
Indonesia;4.428.571;117.143;0.49;;158830466.0;50.29
Indonesia;4.066.286;111.286;0.48;;159025975.0;50.28
Indonesia;3.712.571;106.571;0.46;;159325260.0;50.27
Indonesia;3.437.286;100.143;0.46;;159686492.0;50.26
Indonesia;3.167.429;95.857;0.45;;159950991.0;50.25
Indonesia;3004.0;88.286;0.47;;159988167.0;50.25
Indonesia;2.841.571;82.143;0.53;;160107111.0;50.25
Indonesia;2.611.143;77.0;0.62;;160107212.0;50.25
Indonesia;2.405.429;66.286;0.59;;160741389.0;50.23
Indonesia;2.227.857;60.0;0.55;;160935915.0;50.22
Indonesia;2060.0;56.0;0.53;;161119107.0;50.22
Indonesia;1.941.143;50.857;0.52;;161333038.0;50.21
Indonesia;1818.0;48.286;0.5;;161423404.0;50.21
Indonesia;1.751.571;46.429;0.49;;161533989.0;50.21
Indonesia;1.633.429;42.286;0.47;;161761633.0;50.2
Indonesia;1.512.143;40.286;0.46;;161932505.0;50.19
Indonesia;1.332.714;40.714;0.44;;162204973.0;50.19
Indonesia;1.213.714;37.714;0.44;;162372110.0;50.18
Indonesia;1090.0;35.286;0.45;;162560631.0;50.17
Indonesia;1.023.714;34.286;0.45;;162750057.0;50.17
Indonesia;932.714;32.714;0.46;;162879095.0;50.17
Indonesia;844.429;31.429;0.45;;163036814.0;43.21
Indonesia;728.714;32.571;0.46;;163180128.0;43.21
Indonesia;693.286;31.571;0.5;;163358647.0;43.2
Indonesia;654.571;31.429;0.51;;163709692.0;43.19
Indonesia;643.143;31.857;0.52;;163874842.0;43.19
Indonesia;611.0;33.429;0.52;;163954030.0;43.19
Indonesia;576.429;32.857;0.53;;164023683.0;43.18
Indonesia;539.143;32.286;0.53;;164180156.0;43.18
Indonesia;521.429;32.143;0.53;;164338853.0;43.18
Indonesia;496.714;28.857;0.49;;164657310.0;43.17
Indonesia;460.143;28.571;0.5;;165052289.0;43.15
Indonesia;432.571;27.143;0.51;;165134259.0;43.15
Indonesia;412.857;24.714;0.5;;165230060.0;43.15
Indonesia;391.571;22.0;0.49;;165376991.0;43.14
Indonesia;324.571;20.286;0.49;;165425255.0;43.14
Indonesia;261.571;17.429;0.51;;;43.14
Indonesia;238.429;17.571;0.53;;165600933.0;43.14
Indonesia;217.0;16.714;0.61;;165613761.0;43.14
Indonesia;201.143;16.286;0.68;;165632168.0;43.14
Indonesia;198.714;15.429;0.75;;165641991.0;43.14
Indonesia;211.0;15.571;0.81;;165656103.0;43.14
Indonesia;260.857;15.857;0.88;;165707687.0;43.13
Indonesia;292.857;14.714;1.01;;165839856.0;43.13
Indonesia;305.0;14.0;1.21;;165969135.0;43.13
Indonesia;317.857;13.0;1.15;;166080531.0;43.12
Indonesia;330.714;11.714;1.07;;166160498.0;43.12
Indonesia;335.0;11.0;1.0;;166252348.0;43.12
Indonesia;324.714;9.714;0.95;;166273179.0;41.97
Indonesia;294.857;9.286;0.93;;166290758.0;41.97
Indonesia;284.429;10.571;0.91;;166406981.0;41.96
Indonesia;282.0;10.286;0.88;;166492274.0;41.95
Indonesia;269.857;9.286;0.89;;166632702.0;41.94
Indonesia;263.429;9.429;0.91;;166764720.0;41.93
Indonesia;259.143;9.143;0.92;;166837615.0;41.93
Indonesia;258.0;10.0;0.94;;166911457.0;41.92
Indonesia;272.0;9.571;0.95;;166971873.0;41.92
Indonesia;270.286;7.857;0.95;;167068380.0;41.91
Indonesia;260.0;6.571;0.93;;167156856.0;41.91
Indonesia;256.286;7.429;0.96;;167198137.0;41.9
Indonesia;258.571;7.714;1.01;;167264389.0;41.9
Indonesia;260.714;7.429;1.04;;167325130.0;41.89
Indonesia;267.0;7.429;1.08;;167330132.0;41.89
Indonesia;266.286;6.143;1.11;;167420810.0;41.89
Indonesia;273.857;5.857;1.14;;167507245.0;41.88
Indonesia;282.143;6.286;1.16;;;41.88
Indonesia;303.286;5.571;1.22;;167598405.0;41.87
Indonesia;319.857;5.286;1.27;;;41.87
Indonesia;340.714;5.857;1.31;;;41.87
Indonesia;358.429;5.143;1.33;;;34.47
Indonesia;383.857;4.714;1.36;;167822664.0;32.6
Indonesia;405.571;4.857;1.37;;;30.43
Indonesia;441.571;5.0;1.4;;;30.43
Indonesia;478.0;4.857;1.44;;;30.43
Indonesia;503.571;4.429;1.47;;;30.43
Indonesia;526.857;4.0;1.51;;;30.43
Indonesia;562.429;4.286;1.56;;;30.43
Indonesia;621.286;5.429;1.6;;;30.43
Indonesia;724.429;6.0;1.64;;168251795.0;30.41
Indonesia;812.571;5.429;1.63;;;30.41
Indonesia;897.286;5.857;1.62;;;30.41
Indonesia;995.857;6.143;1.61;;;30.41
Indonesia;1.083.857;6.286;1.59;;;30.41
Indonesia;1168.0;6.143;1.58;;;30.41
Indonesia;1.274.857;5.429;1.56;;168544951.0;30.22
Indonesia;1381.0;4.571;1.53;;;32.38
Indonesia;1.485.857;4.714;1.5;;;32.38
Indonesia;1.607.143;4.571;1.46;;;32.38
Indonesia;1.688.143;4.286;1.42;;;32.38
Indonesia;1768.0;4.286;1.38;;;32.38
Indonesia;1.805.857;4.429;1.33;;;32.38
Indonesia;1.875.714;4.0;1.29;;;29.94
Indonesia;1.899.143;4.143;1.25;;;29.94
Indonesia;1.947.857;4.429;1.23;;;29.94
Indonesia;1945.0;4.143;1.21;;;29.94
Indonesia;1.939.714;4.429;1.2;;;29.94
Indonesia;1.923.714;4.571;1.2;;;29.94
Indonesia;1.922.143;4.571;1.21;;;29.94
Indonesia;1.980.714;5.429;1.23;;;29.94
Indonesia;2.065.571;5.571;1.24;;;29.94
Indonesia;2156.0;5.571;1.25;;;29.94
Indonesia;2.216.429;5.857;1.26;;;29.94
Indonesia;2.346.571;5.714;1.27;;;29.94
Indonesia;2484.0;6.0;1.27;;;29.94
Indonesia;2.519.286;5.714;1.27;;;29.94
Indonesia;2.631.286;5.714;1.29;;169392315.0;29.86
Indonesia;2.785.429;6.857;1.31;;;29.86
Indonesia;2.885.857;7.286;1.32;;;29.86
Indonesia;3.008.571;7.429;1.33;;;29.86
Indonesia;3.240.571;7.714;1.35;;;29.86
Indonesia;3.378.286;8.286;1.36;;;29.86
Indonesia;3.622.857;8.714;1.35;;;29.86
Indonesia;3.869.143;8.429;1.34;;169625747.0;29.83
Indonesia;4.130.714;8.143;1.33;;;29.83
Indonesia;4.391.571;7.571;1.31;;;29.83
Indonesia;4.606.286;8.571;1.28;;;29.83
Indonesia;4694.0;9.0;1.26;;;29.83
Indonesia;4.769.857;7.571;1.25;;;29.83
Indonesia;4.863.429;8.143;1.24;;;29.83
Indonesia;5.063.143;9.143;1.23;;169882385.0;29.81
Indonesia;5.175.286;9.286;1.2;;;29.81
Indonesia;5310.0;11.0;1.18;;;29.81
Indonesia;5.452.429;11.0;1.15;;;29.81
Indonesia;5.517.429;11.571;1.12;;;29.81
Indonesia;5.536.571;13.0;1.1;;;29.81
Indonesia;5.486.286;12.571;1.08;;;24.18
Indonesia;5.392.571;14.143;1.07;;170143379.0;24.16
Indonesia;5.353.857;15.143;1.07;;;24.16
Indonesia;5.378.714;14.714;1.07;;;24.16
Indonesia;5.392.714;14.571;1.06;;;24.16
Indonesia;5.400.857;14.143;1.05;;;24.16
Indonesia;5.411.429;14.571;1.04;;;24.16
Indonesia;5.515.571;15.571;1.03;;;24.16
Indonesia;5.579.714;14.714;1.01;;170356449.0;24.14
Indonesia;5.545.286;14.714;1.0;;;24.14
Indonesia;5.403.143;15.857;0.99;;;24.14
